Name,TotalForce,COP X,COP Y,Velocity X,Velocity Y,time stamp
Chengyi,61.19758,999.1527,-112.1268,491.6504,95.19234,2020/10/22 16:04:37
Chengyi,61.55146,996.5922,-111.0147,-128.0243,55.60608,2020/10/22 16:04:37
Chengyi,57.71452,997.4067,-110.4746,40.72571,27.00577,2020/10/22 16:04:37
Chengyi,61.62931,973.9859,-105.9728,-1171.042,225.0896,2020/10/22 16:04:37
Chengyi,62.87517,911.0886,-103.4783,-3144.864,124.7257,2020/10/22 16:04:37
Chengyi,62.20238,828.4595,-103.9921,-4131.458,-25.69122,2020/10/22 16:04:37
Chengyi,61.76556,735.413,-101.2518,-4652.326,137.0148,2020/10/22 16:04:38
Chengyi,58.77811,676.2554,-101.3264,-2957.88,-3.731155,2020/10/22 16:04:38
Chengyi,59.14954,630.8267,-101.0463,-2271.433,14.00795,2020/10/22 16:04:38
Chengyi,58.61473,568.3251,-101.411,-3125.079,-18.23883,2020/10/22 16:04:38
Chengyi,59.73562,540.1037,-100.9411,-1411.072,23.49701,2020/10/22 16:04:38
Chengyi,61.07547,518.9073,-99.82066,-1059.821,56.02226,2020/10/22 16:04:38
Chengyi,60.51703,495.4338,-99.37292,-1173.674,22.38693,2020/10/22 16:04:38
Chengyi,59.37349,482.2734,-100.2342,-658.0215,-43.06564,2020/10/22 16:04:38
Chengyi,58.96526,480.8062,-98.72654,-73.36121,75.38452,2020/10/22 16:04:38
Chengyi,59.32891,477.9264,-98.24313,-143.9865,24.1703,2020/10/22 16:04:38
Chengyi,59.33346,476.451,-97.32389,-73.77167,45.96214,2020/10/22 16:04:38
Chengyi,58.97292,476.0668,-98.5983,-19.20929,-63.72032,2020/10/22 16:04:38
Chengyi,59.16999,467.2319,-98.2775,-441.7465,16.04004,2020/10/22 16:04:38
Chengyi,59.21071,451.4575,-96.93696,-788.7192,67.0269,2020/10/22 16:04:38
Chengyi,60.07074,431.2536,-98.93532,-1010.193,-99.91798,2020/10/22 16:04:38
Chengyi,59.95581,413.6758,-100.826,-878.8925,-94.53354,2020/10/22 16:04:38
Chengyi,60.51022,384.8957,-103.3894,-1439.003,-128.1704,2020/10/22 16:04:38
Chengyi,59.74516,356.2647,-106.9448,-1431.552,-177.7725,2020/10/22 16:04:38
Chengyi,58.54293,330.6979,-110.531,-1278.339,-179.3091,2020/10/22 16:04:38
Chengyi,58.45419,300.024,-112.0199,-1533.696,-74.44267,2020/10/22 16:04:38
Chengyi,57.93508,265.8442,-111.8749,-1708.987,7.250595,2020/10/22 16:04:38
Chengyi,58.96724,245.6532,-111.4034,-1009.552,23.57254,2020/10/22 16:04:38
Chengyi,58.04363,213.4484,-111.1873,-1610.24,10.80551,2020/10/22 16:04:38
Chengyi,59.00387,182.6013,-110.5469,-1542.354,32.01942,2020/10/22 16:04:38
Chengyi,60.0961,167.5332,-108.0532,-753.4081,124.6849,2020/10/22 16:04:38
Chengyi,59.13455,146.7609,-108.6493,-1038.613,-29.80461,2020/10/22 16:04:38
Chengyi,59.74063,139.5996,-107.9033,-358.0643,37.29897,2020/10/22 16:04:38
