Name,TotalForce,COP X,COP Y,Velocity X,Velocity Y,time stamp
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:52
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
123,0,NaN,NaN,NaN,NaN,2020/10/22 15:18:53
