Name,TotalForce,COP X,COP Y,Velocity X,Velocity Y,time stamp
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:16
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:17
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
wenkai,0,NaN,NaN,NaN,NaN,2020/10/22 15:23:18
